data_time,year,product_category,district,inspection_result,shop_name,original_location,failure_reasons,updated_at
2026-05-03T00:48:46.175674+08:00,2024,包裝,信義,不符合規定,"蝦皮購物-泰菲印越2.0
(https:","蝦皮購物-泰菲印越2.0
(https://shopee.tw/tfiv2.0)","[""1.蘇丹三號-"", ""2.克美素-0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,包裝,文山,不符合規定,遠百企業股份有限公司景美分公司,遠百企業股份有限公司景美分公司/臺北市文山區景中街30巷12號1.2樓,"[""克美素-0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,豆乾類,信義,不符合規定,阿泓潤餅,阿泓潤餅/臺北市信義區吳興街189號,"[""苯甲酸1.25g/kg""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花生粉,內湖,不符合規定,豪棧小吃店,豪棧小吃店/臺北市內湖區內湖路1段285巷59弄1號,"[""總黃麴毒素30.8ug/kg""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,豆乾類,內湖,不符合規定,麗山市場第70攤,麗山市場第70攤/臺北市內湖區內湖路1段737巷50弄6號	,"[""苯甲酸1.3g/kg""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,雞肉,松山,不符合規定,新東南海鮮餐廳松山館,新東南海鮮餐廳松山館/臺北市松山區八德路4段656號1樓、2樓,"[""三甲氧芐氨嘧啶"", ""（標準：0.05ppm）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,雞肉,松山,不符合規定,武昌市場-無市招攤販,武昌市場-無市招攤販/臺北市松山區南京東路5段59巷27弄27號,"[""三甲氧芐氨嘧啶"", ""（標準：0.05ppm）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,雞肉,南港,不符合規定,環南市場家禽區-健業生鮮肉品(13號攤),環南市場家禽區-健業生鮮肉品(13號攤)/臺北市萬華區環河南路二段245號 - 家禽區13號攤,"[""三甲氧芐氨嘧啶"", ""（標準：0.05ppm）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,雞肉,中正,不符合規定,南門市場-光揚家禽畜產(7.8號攤),南門市場-光揚家禽畜產(7.8號攤)/臺北市中正區羅斯福路一段8號B103-06,"[""脫氧羥四環黴素"", ""（標準：0.3 ppm）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,雞肉,信義,不符合規定,永春市場65號攤-專售花東的雞,永春市場65號攤-專售花東的雞/臺北市信義區松山路294號,"[""脫氧羥四環黴素"", ""（標準：0.3 ppm）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,雞蛋,南港,不符合規定,三商家購股份有限公司(美廉社萬華雙園店),三商家購股份有限公司(美廉社萬華雙園店)/臺北市萬華區雙園街13號1樓,"[""乃卡巴精"", ""0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,雞蛋,中山,不符合規定,有利蛋行,有利蛋行/臺北市中山區新生北路3段11巷49號,"[""甲磺氯黴素"", ""0."", ""氟滅菌"", ""0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,葡萄籽油,信義,不符合規定,微風超市股份有限公司(Breeze Super),微風超市股份有限公司(Breeze Super)/臺北市信義區松智路17號B1F,"[""檢出反式脂肪酸甲基酯""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花草茶,大同,不符合規定,湘帝蔘茸有限公司,湘帝蔘茸有限公司/臺北市大同區迪化街1段58號1樓	,"[""殺蟲劑Acetamiprid\t亞滅培"", ""0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花草茶,中山,不符合規定,閤家生活開發有限公司民權店(8% ice CAFÉ),閤家生活開發有限公司民權店(8% ice CAFÉ)/臺北市中山區民權東路1段79號1樓,"[""殺菌劑Carbendazim\t貝芬替"", ""0."", ""殺蟲劑Cypermethrin\t賽滅寧"", ""0."", ""殺蟲劑Fipronil\t芬普尼"", ""0."", ""殺蟲劑Imidacloprid\t益達胺"", ""0."", ""殺菌劑Isoprothiolane\t亞賜圃"", ""0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花草茶,北投,不符合規定,牙口義大利麵館,牙口義大利麵館/臺北市北投區大興街9巷45號,"[""殺蟲劑Phosalone裕必松"", ""0.19 pm（標準：不得檢出）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花草茶,大安,不符合規定,棋軒實業有限公司(棋美點心屋),棋軒實業有限公司(棋美點心屋)/臺北市大安區復興南路2段292號,"[""殺蟲劑Cypermethrin\t賽滅寧"", ""0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花草茶,內湖,不符合規定,運立國際有限公司,運立國際有限公司/臺北市內湖區基湖路35巷16號4樓,"[""殺蟲劑Cypermethrin\t賽滅寧"", ""0."", ""殺蟲劑Deltamethrin\t第滅寧"", ""0."", ""殺菌劑Tebuconazole\t得克利"", ""0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花草茶,南港,不符合規定,燒杯咖啡餐坊(燒杯咖啡藝廚),燒杯咖啡餐坊(燒杯咖啡藝廚)/臺北市萬華區西園路1段240號1樓,"[""殺蟲劑Omethoate\t歐滅松"", ""0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花草茶,南港,不符合規定,象泰泰手工泰式奶茶店(象泰泰),象泰泰手工泰式奶茶店(象泰泰)/臺北市萬華區武昌街2段100號1樓,"[""殺蟲劑Bifenthrin\t畢芬寧"", ""0."", ""殺蟲劑Cypermethrin\t賽滅寧"", ""0."", ""殺蟲劑Fipronil\t芬普尼"", ""0."", ""殺蟲劑Triazophos\t三落松"", ""0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花草茶,中正,不符合規定,非凡品樂有限公司(HERITAGE),非凡品樂有限公司(HERITAGE)/臺北市中正區漢口街1段73之2號1樓,"[""殺菌劑Triadimenol\t三泰隆"", ""0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,花草茶,松山,不符合規定,伍五伍商行(泰讚了thai like tea市民店),伍五伍商行(泰讚了thai like tea市民店)/臺北市松山區市民大道5段37號,"[""殺蟲劑Cypermethrin\t賽滅寧0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小漿果類,信義,不符合規定,食代嚴選（https:,食代嚴選（https://www.fresh2you.tw）,"[""殺蟲劑Bifenthrin\t畢芬寧1."", ""殺菌劑Carbendazim\t貝芬替0."", ""殺蟲劑Chlorfenapyr\t克凡派0."", ""殺菌劑Difenoconazole\t待克利0."", ""殺菌劑Dimethomorph\t達滅芬0."", ""殺蟲劑Dinotefuran\t達特南0."", ""殺蟲劑Fenvalerate\t芬化利0."", ""殺蟲劑Flubendiamide\t氟大滅0."", ""殺菌劑Fluopicolide\t氟比來0."", ""殺蟲劑Methomyl\t納乃得10."", ""殺線蟲劑Oxamyl\t毆殺滅0."", ""殺菌劑Procymidone\t撲滅寧0."", ""殺蟲劑Profenophos\t佈飛松0."", ""殺菌劑Propamocarb hydrochloride\t普拔克0."", ""殺菌劑Pyraclostrobin\t百克敏0."", ""殺蟲劑Pyriproxyfen\t百利普芬0."", ""殺蟎劑Spirotetramat\t賜派滅0."", ""殺菌劑Thiabendazole\t腐絕0."", ""殺蟲劑Thiodicarb\t硫敵克0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,香辛植物及其他草木本植物,信義,不符合規定,食代嚴選（https:,食代嚴選（https://www.fresh2you.tw）,"[""殺草劑Ametryn\t草殺淨0."", ""殺蟲劑Carbofuran\t加保扶0."", ""殺蟲劑Chlorpyrifos\t陶斯松0."", ""殺蟲劑Fenitrothion\t撲滅松0."", ""殺菌劑Hexaconazole\t菲克利0."", ""殺草劑Oxadiazon\t樂滅草0."", ""殺草劑Pendimethalin\t施得圃0."", ""殺蟲劑Phorate\t福瑞松0."", ""殺草劑Thiobencarb\t殺丹0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,香辛植物及其他草木本植物,南港,不符合規定,3446何O獅,3446何O獅/臺北市萬華區萬大路533號地號930,"[""殺蟲劑Acetamiprid\t亞滅培0."", ""殺菌劑Dimethomorph\t達滅芬0."", ""殺蟲劑Dinotefuran\t達特南0."", ""殺蟲劑Methomyl\t納乃得2."", ""殺菌劑Pyraclostrobin\t百克敏0."", ""殺蟲劑Thiodicarb\t硫敵克0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,香辛植物及其他草木本植物,中山,不符合規定,陳O明（臺北市中山區民族東路410巷55號門口前,陳O明（臺北市中山區民族東路410巷55號門口前/榮濱市場路邊攤）,"[""殺菌劑Dimethomorph\t達滅芬0."", ""殺菌劑Propamocarb hydrochloride\t普拔克0."", ""殺蟲劑Terbufos\t托福松0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,香辛植物及其他草木本植物,信義,不符合規定,食代嚴選（https:,食代嚴選（https://www.fresh2you.tw）,"[""殺菌劑Carbendazim\t貝芬替0."", ""殺蟲劑Chlorfenapyr\t克凡派0."", ""殺蟲劑Dinotefuran\t達特南0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,豆菜類,士林,不符合規定,天寶小吃店(全國健康素食),天寶小吃店(全國健康素食)/臺北市士林區天母西路32號,"[""殺蟎劑Formetanate\t覆滅蟎0."", ""殺蟲劑Thiamethoxam\t賽速安0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,信義,不符合規定,大地美饌有限公司(KiKi餐廳),大地美饌有限公司(KiKi餐廳)/臺北市信義區松壽路12號6樓,"[""殺菌劑Cyproconazole\t環克座0."", ""殺蟎劑Spirodiclofen\t賜派芬0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,根莖菜類,中山,不符合規定,吳O玲,吳O玲/臺北市中山區民族東路410巷2弄10號前榮濱市場路邊攤	,"[""殺蟲劑Dinotefuran\t達特南0."", ""殺蟲劑Malathion\t馬拉松0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小漿果類,信義,不符合規定,新鮮屋（https:,新鮮屋（https://www.fresco.casa）,"[""殺蟎劑Acrinathrin 阿納寧0.01 ppm（標準：不得檢出）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,士林,不符合規定,天寶小吃店(全國健康素食),天寶小吃店(全國健康素食)/臺北市士林區天母西路32號,"[""殺蟲劑Chlorpyrifos\t陶斯松0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,信義,不符合規定,無市招菜攤（邵O祥,無市招菜攤（邵O祥/臺北市信義區虎林街122號）,"[""殺蟎劑Spirodiclofen\t賜派芬0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,包葉菜類,南港,不符合規定,3232林O梅,3232林O梅/臺北市萬華區萬大路533號地號216,"[""殺蟲劑Emamectin benzoate\t因滅汀0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,南港,不符合規定,3576陳O利,3576陳O利/臺北市萬華區萬大路533號地號327,"[""殺草劑Oxadiazon\t樂滅草0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,信義,不符合規定,無市招菜攤(邵O祥),無市招菜攤(邵O祥)/臺北市信義區虎林街122號,"[""殺蟲劑Diflubenzuron二福隆2.4 ppm（標準：1.0 ppm以下）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,士林,不符合規定,欣盛小吃店(晴光精緻自助餐),欣盛小吃店(晴光精緻自助餐)/臺北市士林區中正路363號,"[""殺菌劑Azoxystrobin\t亞托敏1."", ""殺蟲劑Chlorpyrifos\t陶斯松0."", ""殺菌劑Cyazofamid\t賽座滅0."", ""殺草劑Oxadiazon\t樂滅草0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,大安,不符合規定,全國食養創作全自助餐復興店(全國素食精緻全自助餐),全國食養創作全自助餐復興店(全國素食精緻全自助餐)/臺北市大安區復興南路2段314號,"[""殺蟲劑Chlorpyrifos陶斯松0."", ""殺菌劑Cyazofamid\t賽座滅0."", ""殺蟲劑Imidacloprid\t益達胺1.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,南港,不符合規定,第一果菜批發市場王黃O彫,第一果菜批發市場王黃O彫/臺北市萬華區萬大路533號地號410,"[""殺蟲劑3-羥基加保扶"", ""殺蟎劑Spirodiclofen\t賜派芬0."", ""殺蟲劑\tTolfenpyrad\t脫芬瑞0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,中正,不符合規定,祥和小吃店(祥和蔬食精緻料理),祥和小吃店(祥和蔬食精緻料理)/臺北市中正區鎮江街1巷1號,"[""殺草劑Ametryn草殺淨0.06ppm（ 標準： 不得檢出）"", ""殺菌劑Propamocarb hydrochloride普拔克13.9ppm（標準：10.0ppm以下）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,果菜類,松山,不符合規定,佰芸蔬菜行,佰芸蔬菜行/臺北市松山區八德路3段74巷3弄18號,"[""殺蟲劑Buprofezin布芬淨0.02ppm（標準：不得檢出）"", ""殺菌劑Pyraclostrobin百克敏0.8ppm（標準：0.5ppm以下）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,大安,不符合規定,川妹子小吃店,川妹子小吃店/臺北市大安區光復南路240巷52號,"[""殺蟲劑3-酮基加保扶（ 3-keto Carbofuran） 0.04ppm、3-羥基加保扶（ 3-OH Carbofuran）0.54ppm、加保扶（Carbofuran）1.06ppm、丁基加保扶（Carbosulfan）0.20ppm（標準：0.5ppm以下）"", ""殺蟎劑Spirodiclofen賜派芬0.11ppm（標準：0.01ppm以下）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,北投,不符合規定,丁O江蔬果行,丁O江蔬果行/臺北市北投區清江路35號,"[""殺菌劑Fluxapyroxad\t氟克殺0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,根莖菜類,中山,不符合規定,陳O溪(第二果菜批發市場23-12號攤),陳O溪(第二果菜批發市場23-12號攤)/臺北市中山區民族東路336號1樓,"[""殺蟲劑Fipronil芬普尼0.006ppm、Fipronilsulfone芬普尼代謝物0.013ppm（標準：0.001ppm以下）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,松山,不符合規定,全國食養創作全自助餐,全國食養創作全自助餐/臺北市松山區南京東路5段123巷31號,"[""殺菌劑Azoxystrobin亞托敏5.4ppm（標準：1.0ppm以下）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,士林,不符合規定,瓦城泰統股份有限公司天母SOGO店(非常泰),瓦城泰統股份有限公司天母SOGO店(非常泰)/臺北市士林區中正路6段77號8樓,"[""殺蟲劑Fipronil-sulfone芬普尼代謝物0.004ppm（標準：0.001ppm以下）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,中山,不符合規定,高O松,高O松/臺北市中山區民族東路336號1樓第二果菜批發市場11-08號攤,"[""殺蟎劑\tSpirodiclofen\t賜派芬0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,中山,不符合規定,陳O宏(第二果菜批發市場23-11號攤,陳O宏(第二果菜批發市場23-11號攤/臺北市中山區民族東路336號）,"[""殺蟲劑3-keto Carbofuran3-酮基加保扶0.02ppm、3-O H C arbofuran3-羥基加保扶0.22ppm 、Carbofuran加保扶0.51ppm、Carbosulfan丁基加保扶0.05ppm（標準：0.5ppm以下）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,果菜類,大安,不符合規定,全國食養創作全自助餐復興店(全國素食精緻全自助餐),全國食養創作全自助餐復興店(全國素食精緻全自助餐)/臺北市大安區復興南路2段314號,"[""殺蟲劑Chlorfenapyr\t克凡派0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,糕粿類製品,松山,不符合規定,田中湯圓,田中湯圓/臺北市松山區南京東路5段291巷10號,"[""苯甲酸：2.9g/kg"", ""（標準：1.0g/kg）""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,信義,不符合規定,欣葉台菜信義新天地A9館,欣葉台菜信義新天地A9館/臺北市信義區松壽路9號8樓,"[""殺菌劑Mandipropamid\t曼普胺0."", ""殺菌劑Oxathiapiprolin\t歐西比0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,南港,不符合規定,第一果菜批發市場地號433,第一果菜批發市場地號433/臺北市萬華區萬大路533號,"[""殺草劑Ametryn\t草殺淨0."", ""殺菌劑Dimethomorph\t達滅芬2.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,根莖菜類,士林,不符合規定,上禾食堂(潮味決湯滷專門店士林中正店),上禾食堂(潮味決湯滷專門店士林中正店)/臺北市士林區中正路358號,"[""殺蟲劑Thiamethoxam\t賽速安0."", ""殺蟲劑Trichlorfon\t三氯松0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,梨果類,中山,不符合規定,協豐水果行,協豐水果行/臺北市中山區民族東路336號6-08攤,"[""殺菌劑Mefentrifluconazole\t滅芬座0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,大漿果類,南山,不符合規定,菓之鄉水果專賣店,菓之鄉水果專賣店/臺北市南港區同德路60號,"[""殺蟎劑Bifenazate\t必芬蟎0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,內湖,不符合規定,幸福品味實業股份有限公司(美福食集),幸福品味實業股份有限公司(美福食集)/臺北市內湖區民善街128號,"[""殺蟎劑Fenbutatin-oxide\t芬佈賜0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,大漿果類,中山,不符合規定,鼎皇麻辣火鍋店(天外天麻辣火鍋),鼎皇麻辣火鍋店(天外天麻辣火鍋)/臺北市中山區民權東路2段1號,"[""殺蟲劑Cyromazine\t賽滅淨0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,南山,不符合規定,嘉年華小吃店,嘉年華小吃店/臺北市南港區同德路72號1樓,"[""殺菌劑Fenoxanil\t芬諾尼0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,南港,不符合規定,田心蔬果(田進和),田心蔬果(田進和)/臺北市萬華區環河南路2段245號環南綜合市場蔬菜攤250號攤,"[""殺菌劑Cyprodinil\t賽普洛0.""]",2026-05-03T00:48:46.175674+08:00
2026-05-03T00:48:46.175674+08:00,2024,小葉菜類,內湖,不符合規定,幸福品味實業股份有限公司(美福食集),幸福品味實業股份有限公司(美福食集)/臺北市內湖區民善街128號,"[""殺菌劑Pyraclostrobin\t百克敏0.""]",2026-05-03T00:48:46.175674+08:00
